>> Tool, Iteration, Result GCC O2, Result CLANG O2, SEED, File-Size, Start, End, Gen-Start, Gen-End, DIFF-Start, DIFF-END, TEST1-Comp-Start, TEST1-RUN-Start, TEST1-RUN-end, TEST2-Comp-Start, TEST2-Comp-end/TEST2-RUN-Start, TEST2-RUN-end, Valid?
>> Csmith, 1, checksum = EACD9A39, checksum = EACD9A39,  * Seed:      2816009438, 182222, 13:19:24, 13:19:30, 13:19:24, 13:19:30, 13:19:30, 13:19:30, 13:19:30, 13:19:30, 13:19:30, 13:19:30, 13:19:30, 13:19:30, 1
>> Csmith, 2, checksum = 489CFDF9, checksum = 489CFDF9,  * Seed:      3329798341, 72996, 13:19:30, 13:19:32, 13:19:30, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 1
>> Csmith, 3, checksum = B36FB8B0, checksum = B36FB8B0,  * Seed:      4279989600, 4298, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 13:19:32, 1
>> Csmith, 4, checksum = 7665652B, checksum = 7665652B,  * Seed:      672528689, 107084, 13:19:32, 13:19:34, 13:19:32, 13:19:33, 13:19:33, 13:19:34, 13:19:33, 13:19:33, 13:19:33, 13:19:33, 13:19:34, 13:19:34, 1
>> Csmith, 5, checksum = 1C9BD9E6, checksum = 1C9BD9E6,  * Seed:      612153889, 131982, 13:19:34, 13:19:36, 13:19:34, 13:19:35, 13:19:35, 13:19:36, 13:19:35, 13:19:36, 13:19:36, 13:19:36, 13:19:36, 13:19:36, 1
>> Csmith, 6, checksum = 661B2EB9, checksum = 661B2EB9,  * Seed:      3512209269, 110193, 13:19:36, 13:19:38, 13:19:36, 13:19:38, 13:19:38, 13:19:38, 13:19:38, 13:19:38, 13:19:38, 13:19:38, 13:19:38, 13:19:38, 1
>> Csmith, 7, , ,  * Seed:      422344378, 118988, 13:19:38, 13:20:30, 13:19:38, 13:19:39, 13:19:39, 13:20:30, 13:19:39, 13:19:40, 13:20:30, 13:20:30, 13:20:30, 13:20:30, 0
>> Csmith, 8, checksum = FE3F4443, checksum = FE3F4443,  * Seed:      1233517090, 168764, 13:20:30, 13:20:32, 13:20:30, 13:20:31, 13:20:31, 13:20:32, 13:20:31, 13:20:32, 13:20:32, 13:20:32, 13:20:32, 13:20:32, 1
>> Csmith, 9, checksum = C38C0D3, checksum = C38C0D3,  * Seed:      3436144935, 202499, 13:20:32, 13:20:35, 13:20:32, 13:20:34, 13:20:34, 13:20:35, 13:20:34, 13:20:35, 13:20:35, 13:20:35, 13:20:35, 13:20:35, 1
>> Csmith, 10, checksum = 46309AF3, checksum = 46309AF3,  * Seed:      3888554350, 102222, 13:20:35, 13:20:37, 13:20:35, 13:20:36, 13:20:36, 13:20:37, 13:20:36, 13:20:37, 13:20:37, 13:20:37, 13:20:37, 13:20:37, 1
>> Csmith, 11, checksum = 95ED10DF, checksum = 95ED10DF,  * Seed:      796459865, 184527, 13:20:37, 13:20:40, 13:20:37, 13:20:39, 13:20:39, 13:20:40, 13:20:39, 13:20:39, 13:20:39, 13:20:39, 13:20:40, 13:20:40, 1
