>> Tool, Iteration, Result GCC O2, Result CLANG O2, SEED, File-Size, Start, End, Gen-Start, Gen-End, DIFF-Start, DIFF-END, TEST1-Comp-Start, TEST1-RUN-Start, TEST1-RUN-end, TEST2-Comp-Start, TEST2-Comp-end/TEST2-RUN-Start, TEST2-RUN-end, Valid?
>> Csmith, 1, , ,  * Seed:      714732283, 79383, 13:13:48, 13:15:50, 13:13:48, 13:13:49, 13:13:49, 13:15:50, 13:13:49, 13:13:49, 13:15:50, 13:15:50, 13:15:50, 13:15:50, 0
>> Csmith, 2, checksum = A5F7EAAB, checksum = A5F7EAAB,  * Seed:      3731632417, 102641, 13:15:50, 13:15:53, 13:15:50, 13:15:52, 13:15:52, 13:15:53, 13:15:52, 13:15:52, 13:15:52, 13:15:52, 13:15:53, 13:15:53, 1
>> Csmith, 3, checksum = BAFCDD9E, checksum = BAFCDD9E,  * Seed:      3920961725, 173180, 13:15:53, 13:15:56, 13:15:53, 13:15:55, 13:15:55, 13:15:56, 13:15:55, 13:15:56, 13:15:56, 13:15:56, 13:15:56, 13:15:56, 1
>> Csmith, 4, checksum = C4917F71, checksum = C4917F71,  * Seed:      2527789841, 149968, 13:15:56, 13:15:59, 13:15:56, 13:15:58, 13:15:58, 13:15:59, 13:15:58, 13:15:59, 13:15:59, 13:15:59, 13:15:59, 13:15:59, 1
>> Csmith, 5, checksum = 17357A6F, checksum = 17357A6F,  * Seed:      1125647652, 112390, 13:15:59, 13:16:01, 13:15:59, 13:16:01, 13:16:01, 13:16:01, 13:16:01, 13:16:01, 13:16:01, 13:16:01, 13:16:01, 13:16:01, 1
>> Csmith, 6, checksum = 56D52B35, checksum = 56D52B35,  * Seed:      32277913, 246417, 13:16:01, 13:16:06, 13:16:01, 13:16:05, 13:16:05, 13:16:06, 13:16:05, 13:16:05, 13:16:05, 13:16:05, 13:16:06, 13:16:06, 1
>> Csmith, 7, checksum = FFFFFFFF, checksum = FFFFFFFF,  * Seed:      1720451728, 2289, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 1
>> Csmith, 8, checksum = 0, checksum = 0,  * Seed:      2373194185, 2331, 13:16:06, 13:16:07, 13:16:06, 13:16:06, 13:16:06, 13:16:07, 13:16:06, 13:16:06, 13:16:06, 13:16:06, 13:16:07, 13:16:07, 1
>> Csmith, 9, checksum = 4977B21E, checksum = 4977B21E,  * Seed:      2906676820, 154030, 13:16:07, 13:16:09, 13:16:07, 13:16:08, 13:16:08, 13:16:09, 13:16:08, 13:16:08, 13:16:08, 13:16:08, 13:16:09, 13:16:09, 1
>> Csmith, 10, checksum = 9F9613A8, checksum = 9F9613A8,  * Seed:      393992249, 275202, 13:16:09, 13:16:15, 13:16:09, 13:16:13, 13:16:13, 13:16:15, 13:16:13, 13:16:14, 13:16:14, 13:16:14, 13:16:15, 13:16:15, 1
>> Csmith, 11, checksum = B70B48BC, checksum = B70B48BC,  * Seed:      1145129965, 135561, 13:16:15, 13:16:21, 13:16:15, 13:16:20, 13:16:20, 13:16:21, 13:16:20, 13:16:20, 13:16:20, 13:16:20, 13:16:21, 13:16:21, 1
>> Csmith, 12, checksum = 9AFD1217, checksum = 9AFD1217,  * Seed:      2886816732, 100610, 13:16:21, 13:16:22, 13:16:21, 13:16:22, 13:16:22, 13:16:22, 13:16:22, 13:16:22, 13:16:22, 13:16:22, 13:16:22, 13:16:22, 1
>> Csmith, 13, checksum = 7189C91B, checksum = 7189C91B,  * Seed:      2888830115, 229778, 13:16:22, 13:16:33, 13:16:22, 13:16:32, 13:16:32, 13:16:33, 13:16:32, 13:16:33, 13:16:33, 13:16:33, 13:16:33, 13:16:33, 1
>> Csmith, 14, checksum = 5B90DDCF, checksum = 5B90DDCF,  * Seed:      1009381329, 130784, 13:16:33, 13:16:34, 13:16:33, 13:16:34, 13:16:34, 13:16:34, 13:16:34, 13:16:34, 13:16:34, 13:16:34, 13:16:34, 13:16:34, 1
