>> Tool, Iteration, Result GCC O2, Result CLANG O2, SEED, File-Size, Start, End, Gen-Start, Gen-End, DIFF-Start, DIFF-END, TEST1-Comp-Start, TEST1-RUN-Start, TEST1-RUN-end, TEST2-Comp-Start, TEST2-Comp-end/TEST2-RUN-Start, TEST2-RUN-end, Valid?
>> Csmith, 1, checksum = A00AAC11, checksum = A00AAC11,  * Seed:      934085387, 98467, 11:08:53, 11:08:59, 11:08:53, 11:08:58, 11:08:58, 11:08:59, 11:08:58, 11:08:58, 11:08:58, 11:08:58, 11:08:59, 11:08:59, 1
>> Csmith, 2, checksum = 7287DAB9, checksum = 7287DAB9,  * Seed:      4085072846, 231600, 11:08:59, 11:09:02, 11:08:59, 11:09:00, 11:09:00, 11:09:02, 11:09:00, 11:09:01, 11:09:01, 11:09:01, 11:09:02, 11:09:02, 1
>> Csmith, 3, , ,  * Seed:      845603300, 225322, 11:09:02, 11:09:57, 11:09:02, 11:09:04, 11:09:04, 11:09:57, 11:09:04, 11:09:04, 11:09:57, 11:09:57, 11:09:57, 11:09:57, 0
>> Csmith, 4, , ,  * Seed:      3304135893, 143221, 11:09:57, 11:10:49, 11:09:57, 11:09:58, 11:09:58, 11:10:49, 11:09:58, 11:09:59, 11:10:49, 11:10:49, 11:10:49, 11:10:49, 0
>> Csmith, 5, checksum = 927A975F, checksum = 927A975F,  * Seed:      183469718, 79694, 11:10:49, 11:10:51, 11:10:49, 11:10:50, 11:10:50, 11:10:51, 11:10:50, 11:10:50, 11:10:50, 11:10:50, 11:10:51, 11:10:51, 1
>> Csmith, 6, , ,  * Seed:      870694882, 97910, 11:10:51, 11:11:43, 11:10:51, 11:10:52, 11:10:52, 11:11:43, 11:10:52, 11:10:53, 11:11:43, 11:11:43, 11:11:43, 11:11:43, 0
>> Csmith, 7, checksum = A9774C50, checksum = A9774C50,  * Seed:      4189042228, 111819, 11:11:43, 11:11:45, 11:11:43, 11:11:45, 11:11:45, 11:11:45, 11:11:45, 11:11:45, 11:11:45, 11:11:45, 11:11:45, 11:11:45, 1
>> Csmith, 8, checksum = 11FD9753, checksum = 11FD9753,  * Seed:      1451328962, 112733, 11:11:45, 11:11:49, 11:11:45, 11:11:47, 11:11:47, 11:11:49, 11:11:47, 11:11:48, 11:11:48, 11:11:48, 11:11:49, 11:11:49, 1
>> Csmith, 9, checksum = D213D173, checksum = D213D173,  * Seed:      2984217948, 3760, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 11:11:49, 1
>> Csmith, 10, checksum = 65D47F28, checksum = 65D47F28,  * Seed:      3682112790, 175634, 11:11:49, 11:11:51, 11:11:49, 11:11:51, 11:11:51, 11:11:51, 11:11:51, 11:11:51, 11:11:51, 11:11:51, 11:11:51, 11:11:51, 1
>> Csmith, 11, , ,  * Seed:      2535002380, 124423, 11:11:51, 11:12:44, 11:11:51, 11:11:54, 11:11:54, 11:12:44, 11:11:54, 11:11:54, 11:12:44, 11:12:44, 11:12:44, 11:12:44, 1
>> Csmith, 12, , ,  * Seed:      2535821847, 194033, 11:12:44, 11:13:37, 11:12:44, 11:12:46, 11:12:46, 11:13:37, 11:12:46, 11:12:46, 11:13:37, 11:13:37, 11:13:37, 11:13:37, 0
>> Csmith, 13, checksum = FBD583BE, checksum = FBD583BE,  * Seed:      662000786, 78806, 11:13:37, 11:13:38, 11:13:37, 11:13:37, 11:13:37, 11:13:38, 11:13:37, 11:13:38, 11:13:38, 11:13:38, 11:13:38, 11:13:38, 1
>> Csmith, 14, checksum = 715D7396, checksum = 715D7396,  * Seed:      112436677, 37007, 11:13:38, 11:13:39, 11:13:38, 11:13:39, 11:13:39, 11:13:39, 11:13:39, 11:13:39, 11:13:39, 11:13:39, 11:13:39, 11:13:39, 1
