>> Tool, Iteration, Result GCC O2, Result CLANG O2, SEED, File-Size, Start, End, Gen-Start, Gen-End, DIFF-Start, DIFF-END, TEST1-Comp-Start, TEST1-RUN-Start, TEST1-RUN-end, TEST2-Comp-Start, TEST2-Comp-end/TEST2-RUN-Start, TEST2-RUN-end, Valid?
>> Csmith, 1, checksum = 214155D7, checksum = 214155D7,  * Seed:      2699521372, 3173, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 21:38:33, 1
>> Csmith, 2, checksum = 1140FEAC, checksum = 1140FEAC,  * Seed:      3603191872, 91926, 21:38:33, 21:38:35, 21:38:33, 21:38:34, 21:38:34, 21:38:35, 21:38:34, 21:38:35, 21:38:35, 21:38:35, 21:38:35, 21:38:35, 1
>> Csmith, 3, , ,  * Seed:      3934220565, 276801, 21:38:35, 21:39:29, 21:38:35, 21:38:38, 21:38:38, 21:39:29, 21:38:38, 21:38:38, 21:39:29, 21:39:29, 21:39:29, 21:39:29, 0
>> Csmith, 4, checksum = B6F95212, checksum = B6F95212,  * Seed:      1392618001, 77205, 21:39:29, 21:39:30, 21:39:29, 21:39:29, 21:39:29, 21:39:30, 21:39:29, 21:39:30, 21:39:30, 21:39:30, 21:39:30, 21:39:30, 1
>> Csmith, 5, , ,  * Seed:      832403625, 137306, 21:39:30, 21:40:22, 21:39:30, 21:39:31, 21:39:31, 21:40:22, 21:39:31, 21:39:32, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 0
>> Csmith, 6, checksum = E00D903B, checksum = E00D903B,  * Seed:      2008683276, 3277, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 21:40:22, 1
>> Csmith, 7, checksum = 83F536FB, checksum = 83F536FB,  * Seed:      2791304778, 134214, 21:40:22, 21:40:24, 21:40:22, 21:40:23, 21:40:23, 21:40:24, 21:40:23, 21:40:24, 21:40:24, 21:40:24, 21:40:24, 21:40:24, 1
>> Csmith, 8, checksum = 93707EEB, checksum = 93707EEB,  * Seed:      600863341, 223336, 21:40:24, 21:40:28, 21:40:24, 21:40:27, 21:40:27, 21:40:28, 21:40:27, 21:40:27, 21:40:27, 21:40:27, 21:40:28, 21:40:28, 1
>> Csmith, 9, checksum = F4E2C3A1, checksum = F4E2C3A1,  * Seed:      2430778919, 2420, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 1
>> Csmith, 10, checksum = 2B9EC10B, checksum = 2B9EC10B,  * Seed:      3022498280, 4576, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 21:40:28, 1
>> Csmith, 11, checksum = 401313E7, checksum = 401313E7,  * Seed:      3658562075, 167980, 21:40:28, 21:40:30, 21:40:28, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 1
>> Csmith, 12, checksum = 2DC2D10D, checksum = 2DC2D10D,  * Seed:      1910505660, 2444, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 21:40:30, 1
>> Csmith, 13, checksum = 9B32F1B8, checksum = 9B32F1B8,  * Seed:      2489023944, 81723, 21:40:30, 21:40:32, 21:40:30, 21:40:32, 21:40:32, 21:40:32, 21:40:32, 21:40:32, 21:40:32, 21:40:32, 21:40:32, 21:40:32, 1
>> Csmith, 14, checksum = 7BD6E2D6, checksum = 7BD6E2D6,  * Seed:      3835447691, 61433, 21:40:32, 21:40:34, 21:40:32, 21:40:33, 21:40:33, 21:40:34, 21:40:33, 21:40:33, 21:40:33, 21:40:33, 21:40:34, 21:40:34, 1
>> Csmith, 15, checksum = 51A290C5, checksum = 51A290C5,  * Seed:      3039004498, 227016, 21:40:34, 21:40:44, 21:40:34, 21:40:42, 21:40:42, 21:40:44, 21:40:42, 21:40:43, 21:40:43, 21:40:43, 21:40:44, 21:40:44, 1
>> Csmith, 16, checksum = A30B6F58, checksum = A30B6F58,  * Seed:      3975778470, 213021, 21:40:44, 21:40:55, 21:40:44, 21:40:54, 21:40:54, 21:40:55, 21:40:54, 21:40:54, 21:40:54, 21:40:54, 21:40:55, 21:40:55, 1
>> Csmith, 17, checksum = 6122D100, checksum = 6122D100,  * Seed:      3628851040, 297353, 21:40:55, 21:41:15, 21:40:55, 21:41:12, 21:41:12, 21:41:15, 21:41:12, 21:41:13, 21:41:13, 21:41:13, 21:41:15, 21:41:15, 1
>> Csmith, 18, checksum = 90A92489, checksum = 90A92489,  * Seed:      2903198237, 5282, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 21:41:15, 1
>> Csmith, 19, , ,  * Seed:      3591085052, 163408, 21:41:15, 21:42:07, 21:41:15, 21:41:16, 21:41:16, 21:42:07, 21:41:16, 21:41:17, 21:42:07, 21:42:07, 21:42:07, 21:42:07, 0
>> Csmith, 20, checksum = 4AC685B5, checksum = 4AC685B5,  * Seed:      57336967, 154925, 21:42:07, 21:42:10, 21:42:07, 21:42:09, 21:42:09, 21:42:10, 21:42:09, 21:42:09, 21:42:09, 21:42:09, 21:42:10, 21:42:10, 1
>> Csmith, 21, checksum = 60065E25, checksum = 60065E25,  * Seed:      3331512477, 95073, 21:42:10, 21:42:11, 21:42:10, 21:42:11, 21:42:11, 21:42:11, 21:42:11, 21:42:11, 21:42:11, 21:42:11, 21:42:11, 21:42:11, 1
>> Csmith, 22, , ,  * Seed:      4156141493, 164388, 21:42:11, 21:43:05, 21:42:11, 21:42:15, 21:42:15, 21:43:05, 21:42:15, 21:42:15, 21:43:05, 21:43:05, 21:43:05, 21:43:05, 0
>> Csmith, 23, checksum = 4469313E, checksum = 4469313E,  * Seed:      2427757134, 97496, 21:43:05, 21:43:07, 21:43:05, 21:43:06, 21:43:06, 21:43:07, 21:43:06, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 1
>> Csmith, 24, checksum = 9265A8B3, checksum = 9265A8B3,  * Seed:      3144964331, 30418, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 21:43:07, 1
>> Csmith, 25, checksum = 696DCC08, checksum = 696DCC08,  * Seed:      295179784, 212846, 21:43:07, 21:43:14, 21:43:07, 21:43:13, 21:43:13, 21:43:14, 21:43:13, 21:43:13, 21:43:13, 21:43:13, 21:43:14, 21:43:14, 1
>> Csmith, 26, checksum = D9BD9378, checksum = D9BD9378,  * Seed:      2342378028, 108621, 21:43:14, 21:43:18, 21:43:14, 21:43:17, 21:43:17, 21:43:18, 21:43:17, 21:43:17, 21:43:17, 21:43:17, 21:43:18, 21:43:18, 1
>> Csmith, 27, checksum = 37F2491A, checksum = 37F2491A,  * Seed:      2676027420, 209527, 21:43:18, 21:43:22, 21:43:18, 21:43:20, 21:43:20, 21:43:22, 21:43:20, 21:43:21, 21:43:21, 21:43:21, 21:43:22, 21:43:22, 1
>> Csmith, 28, checksum = FDE27AD4, checksum = FDE27AD4,  * Seed:      976236654, 122236, 21:43:22, 21:43:25, 21:43:22, 21:43:24, 21:43:24, 21:43:25, 21:43:24, 21:43:24, 21:43:24, 21:43:24, 21:43:25, 21:43:25, 1
>> Csmith, 29, checksum = D5B814E2, checksum = D5B814E2,  * Seed:      861437584, 297064, 21:43:25, 21:43:31, 21:43:25, 21:43:30, 21:43:30, 21:43:31, 21:43:30, 21:43:30, 21:43:30, 21:43:30, 21:43:31, 21:43:31, 1
>> Csmith, 30, checksum = 8BC2FEA3, checksum = 8BC2FEA3,  * Seed:      1595476170, 5917, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 21:43:31, 1
>> Csmith, 31, checksum = 565D8582, checksum = 565D8582,  * Seed:      2253001695, 164931, 21:43:31, 21:43:34, 21:43:31, 21:43:33, 21:43:33, 21:43:34, 21:43:33, 21:43:33, 21:43:33, 21:43:33, 21:43:34, 21:43:34, 1
>> Csmith, 32, checksum = AB44CBCF, checksum = AB44CBCF,  * Seed:      2315645887, 120040, 21:43:34, 21:43:35, 21:43:34, 21:43:35, 21:43:35, 21:43:35, 21:43:35, 21:43:35, 21:43:35, 21:43:35, 21:43:35, 21:43:35, 1
>> Csmith, 33, checksum = 47C28ED7, checksum = 47C28ED7,  * Seed:      3093044889, 68660, 21:43:35, 21:43:36, 21:43:35, 21:43:36, 21:43:36, 21:43:36, 21:43:36, 21:43:36, 21:43:36, 21:43:36, 21:43:36, 21:43:36, 1
>> Csmith, 34, checksum = 5A1FE832, checksum = 5A1FE832,  * Seed:      1344129728, 80600, 21:43:36, 21:43:37, 21:43:36, 21:43:37, 21:43:37, 21:43:37, 21:43:37, 21:43:37, 21:43:37, 21:43:37, 21:43:37, 21:43:37, 1
>> Csmith, 35, checksum = 890E6803, checksum = 890E6803,  * Seed:      235994614, 74871, 21:43:37, 21:43:38, 21:43:37, 21:43:38, 21:43:38, 21:43:38, 21:43:38, 21:43:38, 21:43:38, 21:43:38, 21:43:38, 21:43:38, 1
>> Csmith, 36, checksum = 9FD4C7B, checksum = 9FD4C7B,  * Seed:      2392530382, 198719, 21:43:38, 21:43:41, 21:43:38, 21:43:40, 21:43:40, 21:43:41, 21:43:40, 21:43:41, 21:43:41, 21:43:41, 21:43:41, 21:43:41, 1
>> Csmith, 37, checksum = E7C09E01, checksum = E7C09E01,  * Seed:      3517125245, 246949, 21:43:41, 21:43:48, 21:43:41, 21:43:46, 21:43:46, 21:43:48, 21:43:46, 21:43:47, 21:43:47, 21:43:47, 21:43:48, 21:43:48, 1
>> Csmith, 38, checksum = 543C3AA5, checksum = 543C3AA5,  * Seed:      975565122, 133817, 21:43:48, 21:43:50, 21:43:48, 21:43:49, 21:43:49, 21:43:50, 21:43:49, 21:43:50, 21:43:50, 21:43:50, 21:43:50, 21:43:50, 1
>> Csmith, 39, checksum = 400183AE, checksum = 400183AE,  * Seed:      3513336860, 170096, 21:43:50, 21:43:57, 21:43:50, 21:43:55, 21:43:55, 21:43:57, 21:43:55, 21:43:56, 21:43:56, 21:43:56, 21:43:57, 21:43:57, 1
>> Csmith, 40, checksum = 45E0C581, checksum = 45E0C581,  * Seed:      2174570661, 3149, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 1
>> Csmith, 41, checksum = 9273DAAF, checksum = 9273DAAF,  * Seed:      2751343503, 2655, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 21:43:57, 1
>> Csmith, 42, checksum = C7F8CB40, checksum = C7F8CB40,  * Seed:      3368815749, 186433, 21:43:57, 21:43:59, 21:43:57, 21:43:58, 21:43:58, 21:43:59, 21:43:58, 21:43:59, 21:43:59, 21:43:59, 21:43:59, 21:43:59, 1
>> Csmith, 43, , ,  * Seed:      1688114893, 103166, 21:43:59, 21:44:50, 21:43:59, 21:44:00, 21:44:00, 21:44:50, 21:44:00, 21:44:00, 21:44:50, 21:44:50, 21:44:50, 21:44:50, 0
>> Csmith, 44, checksum = 0, checksum = 0,  * Seed:      335236033, 2226, 21:44:50, 21:44:51, 21:44:50, 21:44:50, 21:44:50, 21:44:51, 21:44:50, 21:44:50, 21:44:50, 21:44:50, 21:44:51, 21:44:51, 1
>> Csmith, 45, checksum = 43AEE5AD, checksum = 43AEE5AD,  * Seed:      959473525, 2397, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 21:44:51, 1
>> Csmith, 46, , ,  * Seed:      1547220379, 153032, 21:44:51, 21:45:43, 21:44:51, 21:44:52, 21:44:52, 21:45:43, 21:44:52, 21:44:53, 21:45:43, 21:45:43, 21:45:43, 21:45:43, 0
>> Csmith, 47, checksum = EE947D3, checksum = EE947D3,  * Seed:      3070138258, 92905, 21:45:43, 21:45:45, 21:45:43, 21:45:44, 21:45:44, 21:45:45, 21:45:44, 21:45:44, 21:45:44, 21:45:44, 21:45:45, 21:45:45, 1
>> Csmith, 48, checksum = 77359735, checksum = 77359735,  * Seed:      483894518, 181906, 21:45:45, 21:45:47, 21:45:45, 21:45:47, 21:45:47, 21:45:47, 21:45:47, 21:45:47, 21:45:47, 21:45:47, 21:45:47, 21:45:47, 1
>> Csmith, 49, checksum = CE304EF8, checksum = CE304EF8,  * Seed:      4151490847, 96414, 21:45:47, 21:45:49, 21:45:47, 21:45:49, 21:45:49, 21:45:49, 21:45:49, 21:45:49, 21:45:49, 21:45:49, 21:45:49, 21:45:49, 1
>> Csmith, 50, checksum = AB19E52D, checksum = AB19E52D,  * Seed:      762486296, 234626, 21:45:49, 21:45:53, 21:45:49, 21:45:52, 21:45:52, 21:45:53, 21:45:52, 21:45:53, 21:45:53, 21:45:53, 21:45:53, 21:45:53, 1
>> Csmith, 51, , ,  * Seed:      87628436, 85238, 21:45:53, 21:46:44, 21:45:53, 21:45:54, 21:45:54, 21:46:44, 21:45:54, 21:45:54, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 0
>> Csmith, 52, checksum = B337EB0A, checksum = B337EB0A,  * Seed:      2132508555, 3614, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 21:46:44, 1
>> Csmith, 53, checksum = A934A4F6, checksum = A934A4F6,  * Seed:      2858794152, 206684, 21:46:44, 21:46:49, 21:46:44, 21:46:48, 21:46:48, 21:46:49, 21:46:48, 21:46:49, 21:46:49, 21:46:49, 21:46:49, 21:46:49, 1
>> Csmith, 54, checksum = 5029C92, checksum = 5029C92,  * Seed:      3928546800, 202979, 21:46:49, 21:46:52, 21:46:49, 21:46:51, 21:46:51, 21:46:52, 21:46:51, 21:46:51, 21:46:51, 21:46:51, 21:46:52, 21:46:52, 1
>> Csmith, 55, checksum = AD3A5946, checksum = AD3A5946,  * Seed:      3971409709, 140518, 21:46:52, 21:46:53, 21:46:52, 21:46:53, 21:46:53, 21:46:53, 21:46:53, 21:46:53, 21:46:53, 21:46:53, 21:46:53, 21:46:53, 1
>> Csmith, 56, checksum = B946E8A1, checksum = B946E8A1,  * Seed:      3735757560, 126069, 21:46:53, 21:46:56, 21:46:53, 21:46:55, 21:46:55, 21:46:56, 21:46:55, 21:46:55, 21:46:55, 21:46:55, 21:46:56, 21:46:56, 1
>> Csmith, 57, checksum = DF8BB36A, checksum = DF8BB36A,  * Seed:      2217954073, 180642, 21:46:56, 21:46:58, 21:46:56, 21:46:57, 21:46:57, 21:46:58, 21:46:57, 21:46:58, 21:46:58, 21:46:58, 21:46:58, 21:46:58, 1
>> Csmith, 58, checksum = B96CC2BE, checksum = B96CC2BE,  * Seed:      1673435048, 42690, 21:46:58, 21:46:59, 21:46:58, 21:46:59, 21:46:59, 21:46:59, 21:46:59, 21:46:59, 21:46:59, 21:46:59, 21:46:59, 21:46:59, 1
>> Csmith, 59, checksum = 9BE9C437, checksum = 9BE9C437,  * Seed:      1233679639, 219643, 21:46:59, 21:47:06, 21:46:59, 21:47:05, 21:47:05, 21:47:06, 21:47:05, 21:47:06, 21:47:06, 21:47:06, 21:47:06, 21:47:06, 1
>> Csmith, 60, checksum = A1F5C7D1, checksum = A1F5C7D1,  * Seed:      207983246, 140142, 21:47:06, 21:47:08, 21:47:06, 21:47:07, 21:47:07, 21:47:08, 21:47:07, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 1
>> Csmith, 61, checksum = 6D694CD1, checksum = 6D694CD1,  * Seed:      1298395441, 8978, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 21:47:08, 1
>> Csmith, 62, checksum = ACFC9443, checksum = ACFC9443,  * Seed:      2184655540, 3668, 21:47:08, 21:47:09, 21:47:08, 21:47:08, 21:47:08, 21:47:09, 21:47:08, 21:47:09, 21:47:09, 21:47:09, 21:47:09, 21:47:09, 1
>> Csmith, 63, checksum = 261A82E4, checksum = 261A82E4,  * Seed:      2883650605, 203764, 21:47:09, 21:47:12, 21:47:09, 21:47:11, 21:47:11, 21:47:12, 21:47:11, 21:47:12, 21:47:12, 21:47:12, 21:47:12, 21:47:12, 1
>> Csmith, 64, , ,  * Seed:      441934258, 257657, 21:47:12, 21:48:06, 21:47:12, 21:47:15, 21:47:15, 21:48:06, 21:47:15, 21:47:16, 21:48:06, 21:48:06, 21:48:06, 21:48:06, 0
>> Csmith, 65, checksum = 87E8275, checksum = 87E8275,  * Seed:      3916833432, 246304, 21:48:06, 21:48:12, 21:48:06, 21:48:10, 21:48:10, 21:48:12, 21:48:10, 21:48:11, 21:48:11, 21:48:11, 21:48:12, 21:48:12, 1
>> Csmith, 66, checksum = 5E30BBBA, checksum = 5E30BBBA,  * Seed:      4018004696, 109219, 21:48:12, 21:48:15, 21:48:12, 21:48:14, 21:48:14, 21:48:15, 21:48:14, 21:48:14, 21:48:14, 21:48:14, 21:48:15, 21:48:15, 1
>> Csmith, 67, checksum = 29A1D776, checksum = 29A1D776,  * Seed:      3489595080, 136313, 21:48:15, 21:48:17, 21:48:15, 21:48:16, 21:48:16, 21:48:17, 21:48:16, 21:48:17, 21:48:17, 21:48:17, 21:48:17, 21:48:17, 1
>> Csmith, 68, , ,  * Seed:      2091192352, 74088, 21:48:17, 21:49:09, 21:48:17, 21:48:18, 21:48:18, 21:49:09, 21:48:18, 21:48:19, 21:49:09, 21:49:09, 21:49:09, 21:49:09, 0
>> Csmith, 69, checksum = C39ADCED, checksum = C39ADCED,  * Seed:      2274669679, 233479, 21:49:09, 21:49:11, 21:49:09, 21:49:10, 21:49:10, 21:49:11, 21:49:10, 21:49:11, 21:49:11, 21:49:11, 21:49:11, 21:49:11, 1
>> Csmith, 70, checksum = F2132EAD, checksum = F2132EAD,  * Seed:      101803001, 122809, 21:49:11, 21:49:13, 21:49:11, 21:49:12, 21:49:12, 21:49:13, 21:49:12, 21:49:13, 21:49:13, 21:49:13, 21:49:13, 21:49:13, 1
>> Csmith, 71, checksum = 6D1D729C, checksum = 6D1D729C,  * Seed:      2438917063, 112559, 21:49:13, 21:49:15, 21:49:13, 21:49:14, 21:49:14, 21:49:15, 21:49:14, 21:49:15, 21:49:15, 21:49:15, 21:49:15, 21:49:15, 1
>> Csmith, 72, checksum = 21BCE175, checksum = 21BCE175,  * Seed:      355008878, 102640, 21:49:15, 21:49:17, 21:49:15, 21:49:17, 21:49:17, 21:49:17, 21:49:17, 21:49:17, 21:49:17, 21:49:17, 21:49:17, 21:49:17, 1
>> Csmith, 73, checksum = 189FF944, checksum = 189FF944,  * Seed:      1985736040, 170370, 21:49:17, 21:49:20, 21:49:17, 21:49:19, 21:49:19, 21:49:20, 21:49:19, 21:49:19, 21:49:19, 21:49:19, 21:49:20, 21:49:20, 1
>> Csmith, 74, , ,  * Seed:      657494627, 120824, 21:49:20, 21:50:11, 21:49:20, 21:49:20, 21:49:20, 21:50:11, 21:49:20, 21:49:21, 21:50:11, 21:50:11, 21:50:11, 21:50:11, 0
>> Csmith, 75, checksum = 5921F4, checksum = 5921F4,  * Seed:      317569022, 163288, 21:50:11, 21:50:15, 21:50:11, 21:50:15, 21:50:15, 21:50:15, 21:50:15, 21:50:15, 21:50:15, 21:50:15, 21:50:15, 21:50:15, 1
>> Csmith, 76, checksum = AFA5F619, checksum = AFA5F619,  * Seed:      3709347705, 81663, 21:50:15, 21:50:16, 21:50:15, 21:50:16, 21:50:16, 21:50:16, 21:50:16, 21:50:16, 21:50:16, 21:50:16, 21:50:16, 21:50:16, 1
>> Csmith, 77, checksum = D60F08EE, checksum = D60F08EE,  * Seed:      2982081623, 182352, 21:50:16, 21:50:18, 21:50:16, 21:50:17, 21:50:17, 21:50:18, 21:50:17, 21:50:18, 21:50:18, 21:50:18, 21:50:18, 21:50:18, 1
>> Csmith, 78, checksum = D77B8F8D, checksum = D77B8F8D,  * Seed:      3609941362, 291666, 21:50:18, 21:50:39, 21:50:18, 21:50:38, 21:50:38, 21:50:39, 21:50:38, 21:50:39, 21:50:39, 21:50:39, 21:50:39, 21:50:39, 1
