>> Tool, Iteration, Result GCC O2, Result CLANG O2, SEED, File-Size, Start, End, Gen-Start, Gen-End, DIFF-Start, DIFF-END, TEST1-Comp-Start, TEST1-RUN-Start, TEST1-RUN-end, TEST2-Comp-Start, TEST2-Comp-end/TEST2-RUN-Start, TEST2-RUN-end, Valid?
>> Csmith, 9592, , ,  * Seed:      3948162567, 116307, 16:54:23, 16:56:25, 16:54:23, 16:54:24, 16:54:24, 16:56:25, 16:54:24, 16:54:25, 16:56:25, 16:56:25, 16:56:25, 16:56:25, 0
>> Csmith, 9593, checksum = 8EF89ACE, checksum = 8EF89ACE,  * Seed:      92314435, 88766, 16:56:25, 16:56:26, 16:56:25, 16:56:26, 16:56:26, 16:56:26, 16:56:26, 16:56:26, 16:56:26, 16:56:26, 16:56:26, 16:56:26, 1
>> Csmith, 9594, checksum = 670A8A23, checksum = 670A8A23,  * Seed:      3586133899, 194768, 16:56:26, 16:56:29, 16:56:26, 16:56:27, 16:56:27, 16:56:29, 16:56:27, 16:56:28, 16:56:28, 16:56:28, 16:56:29, 16:56:29, 1
>> Csmith, 9595, , ,  * Seed:      2946301700, 178444, 16:56:29, 16:58:31, 16:56:29, 16:56:30, 16:56:30, 16:58:31, 16:56:30, 16:56:31, 16:58:31, 16:58:31, 16:58:31, 16:58:31, 0
>> Csmith, 9596, checksum = F0B396DA, checksum = F0B396DA,  * Seed:      685977375, 74044, 16:58:31, 16:58:32, 16:58:31, 16:58:31, 16:58:31, 16:58:32, 16:58:31, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 1
>> Csmith, 9597, checksum = 82AA93F9, checksum = 82AA93F9,  * Seed:      3014062470, 38742, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 1
>> Csmith, 9598, checksum = 6FE7D670, checksum = 6FE7D670,  * Seed:      195910169, 2449, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 16:58:32, 1
>> Csmith, 9599, checksum = 3FC3587F, checksum = 3FC3587F,  * Seed:      821154929, 97618, 16:58:32, 16:58:34, 16:58:32, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 1
>> Csmith, 9600, checksum = A988DFF7, checksum = A988DFF7,  * Seed:      2227091827, 3085, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 16:58:34, 1
>> Csmith, 9601, checksum = E11038CF, checksum = E11038CF,  * Seed:      2851857586, 4384, 16:58:34, 16:58:35, 16:58:34, 16:58:35, 16:58:35, 16:58:35, 16:58:35, 16:58:35, 16:58:35, 16:58:35, 16:58:35, 16:58:35, 1
